job_title,func_parent,functions,subfunctions
"retention, churn, and revenue analytics",Technical,analytics,analytics-unknown
"senior product manager, cloud engineer",Technical,product,product-unknown
"technical strategist, user services",Technical,engineering,engineering-unknown
graduate data scientis,Technical,analytics,analytics-unknown
wireless design validation engineer,Technical,engineering,engineering-unknown
senior javascript user interface engineer,Technical,engineering,engineering-unknown
data analytics   sales channel analyst,Technical,analytics,analytics-unknown
"manager, crm and subscription product management",Technical,product,product-unknown
data migrations specialist,Technical,analytics,analytics-unknown
fintech analyst,Technical,analytics,analytics-unknown
data associate product manager,Technical,product,product-unknown
"director, partner enabled products",Technical,product,product-unknown
"manager, premium services",Technical,engineering,engineering-unknown
"senior analyst, enterprise applications and fintech",Technical,analytics,analytics-unknown
"senior product manager   conversations, search, and channels",Technical,product,product-unknown
"senior design manager, merchant platform and internal tools",Technical,design,design-unknown
third party risk management analyst,Technical,analytics,analytics-unknown
senior program manager   product programs,Technical,product,product-unknown
cx   global head of product operations,Technical,product,product-unknown
"director, engineer   kernel and bsp",Technical,engineering,engineering-unknown
"engineer manager, restaurants",Technical,engineering,engineering-unknown
analytics sourcer,Technical,analytics,analytics-unknown
global time off and leaves analyst,Technical,analytics,analytics-unknown
"senior technical product manager, search and relevance",Technical,product,product-unknown
senior product manager   engagement products and transactional comms,Technical,product,product-unknown
data engineer   growth,Technical,engineering,engineering-unknown
"software development engineer, zillow offers purchase team",Technical,engineering,engineering-unknown
senior hardware product manager,Technical,product,product-unknown
2nd line hosting engineer,Technical,engineering,engineering-unknown
"technical sourcer, product management",Technical,product,product-unknown
head of social and digital france,Technical,analytics,analytics-unknown
product quality support specialist,Technical,product,product-unknown
director of product   core experience,Technical,product,product-unknown
head of product   aquisition and engagement,Technical,product,product-unknown
tpm   stratrgic product initiatives,Technical,product,product-unknown
"shopping product specialist, home decor",Technical,product,product-unknown
renting apartment,Technical,design,design-unknown
associate software development engineer,Technical,engineering,engineering-unknown
"product lead, ads interfaces and billing",Technical,product,product-unknown
associate director of product management,Technical,product,product-unknown
finance   product growth and monetization,Technical,product,product-unknown
senior master data management analyst,Technical,analytics,analytics-unknown
"chapter lead, data analytics",Technical,analytics,analytics-unknown
sistemista,Technical,engineering,engineering-unknown
director of pre engineer,Technical,engineering,engineering-unknown
head of emea product sales,Technical,product,product-unknown
analytics lead   workforce optimization,Technical,analytics,analytics-unknown
"head of engineer, machine intelligence",Technical,engineering,engineering-unknown
"associate director, product   retail checkout and transaction",Technical,product,product-unknown
